"","hexid","variable","est","totpop","share","acc60","cum_pop","cum_acc"
"4425",2890,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111346246066006,0
"4426",3012,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111418454730836,0
"4427",3013,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111490663395667,0
"4428",3136,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111562872060497,0
"4429",3260,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111635080725328,0
"4430",3261,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111707289390158,0
"4431",3387,"B03002_004",6.05213128085297,127.473015102966,0.0474777448071217,0,0.0111779498054989,0
"4432",3011,"B03002_004",6.05213128085348,127.473015102976,0.0474777448071217,0,0.0111851706719819,0
"4433",3137,"B03002_004",6.05213128085348,127.473015102976,0.0474777448071217,0,0.011192391538465,0
"4434",2889,"B03002_004",6.05213128085398,127.473015102987,0.0474777448071217,0,0.011199612404948,0
"4435",3135,"B03002_004",6.05213128085398,127.473015102987,0.0474777448071217,0,0.0112068332714311,0
"4436",12041,"B03002_004",6.05281638949765,463.879338524364,0.013048256058897,0,0.011214054955325,0
"4437",2516,"B03002_004",6.06283155125983,44.5158813597047,0.136194799834915,0,0.0112212885884221,0
"4438",2406,"B03002_004",6.07564619029299,44.6099718759997,0.136194799834915,0,0.0112430182365609,0
"4439",2720,"B03002_004",6.08752635255064,367.138460788453,0.0165810096263881,0,0.0112575442766018,0
"4440",3508,"B03002_004",6.087574706139,988.043861419368,0.00616123933748643,0,0.0112648074310376,0
"4441",10309,"B03002_004",6.08941293290515,19.816615629736,0.307288239661248,0,0.0112720727786826,0
"4442",13186,"B03002_004",6.09044494848222,50.4450558045593,0.120734229576008,0,0.0112793393576371,0
"4443",12111,"B03002_004",6.11141300427193,69.5314025153872,0.0878942863682274,0,0.011322983787155,0
"4444",11209,"B03002_004",6.11883045316235,150.799079882825,0.0405760463387233,0,0.0113302842331771,0
"4445",1184,"B03002_004",6.1265564185256,63.1903936147831,0.0969539208107151,0,0.0113448945476044,0
"4446",5273,"B03002_004",6.14281540483287,50.7034856871538,0.12115173782597,0,0.0113741785253375,0
"4447",2886,"B03002_004",6.15963247338018,45.2266347969702,0.136194799834915,0,0.0113815276527128,0
"4448",3388,"B03002_004",6.16373214802841,130.719883907601,0.0471522155908984,0,0.0113888816714564,0
"4449",5425,"B03002_004",6.16821662789347,106.437101997734,0.0579517528392008,0,0.0113962410406838,0
"4450",10799,"B03002_004",6.17886987245937,131.248815350421,0.0470775287073061,0,0.0114109850032679,0
"4451",8294,"B03002_004",6.17994495132828,97.3567714487966,0.0634772996203816,0,0.011418358365691,0
"4452",3262,"B03002_004",6.19857264333614,131.733518659876,0.0470538759337348,0,0.0114257539530248,0
"4453",2644,"B03002_004",6.2154321623669,45.6363397861061,0.136194799834915,0,0.0114405742895112,0
"4454",10943,"B03002_004",6.21899797018476,160.913264500887,0.0386481374886934,0,0.0114479942465341,0
"4455",11082,"B03002_004",6.21899797018476,160.913264500887,0.0386481374886934,0,0.0114554142035571,0
"4456",11210,"B03002_004",6.21899797018476,160.913264500887,0.0386481374886934,0,0.01146283416058,0
"4457",11348,"B03002_004",6.21899797018476,160.913264500887,0.0386481374886934,0,0.0114702541176029,0
"4458",11483,"B03002_004",6.21899797018476,160.913264500887,0.0386481374886934,0,0.0114776740746259,0
"4459",10547,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0114850940316488,0
"4460",10685,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0114925139886717,0
"4461",10820,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0114999339456946,0
"4462",10822,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115073539027176,0
"4463",10945,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115147738597405,0
"4464",11076,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115221938167634,0
"4465",11078,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115296137737864,0
"4466",11079,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115370337308093,0
"4467",11081,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115444536878322,0
"4468",11212,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115518736448552,0
"4469",11214,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115592936018781,0
"4470",11215,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.011566713558901,0
"4471",11344,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115741335159239,0
"4472",11345,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115815534729469,0
"4473",11347,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115889734299698,0
"4474",11480,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0115963933869927,0
"4475",11482,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0116038133440157,0
"4476",11610,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0116112333010386,0
"4477",11612,"B03002_004",6.21899797018528,160.9132645009,0.0386481374886934,0,0.0116186532580615,0
"4478",10546,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116260732150845,0
"4479",10686,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116334931721074,0
"4480",10821,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116409131291303,0
"4481",10944,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116483330861532,0
"4482",10949,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116557530431762,0
"4483",11077,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116631730001991,0
"4484",11080,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.011670592957222,0
"4485",11083,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.011678012914245,0
"4486",11211,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116854328712679,0
"4487",11213,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0116928528282908,0
"4488",11216,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117002727853138,0
"4489",11343,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117076927423367,0
"4490",11346,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117151126993596,0
"4491",11349,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117225326563826,0
"4492",11481,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117299526134055,0
"4493",11611,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117373725704284,0
"4494",11737,"B03002_004",6.2189979701858,160.913264500914,0.0386481374886934,0,0.0117447925274513,0
"4495",10687,"B03002_004",6.22415299788518,161.223265781749,0.0386057990309595,0,0.0117522186349963,0
"4496",7756,"B03002_004",6.23268595311816,33.7646080820197,0.184592278932365,0,0.0117596549233069,0
"4497",3380,"B03002_004",6.23536127654092,710.591363938106,0.00877489031387108,0,0.0117670944035763,0
"4498",10946,"B03002_004",6.23551680793377,160.825630618029,0.0387719095766738,0,0.0117745340694119,0
"4499",8293,"B03002_004",6.23970957726638,92.4757873928799,0.0674739816029595,0,0.0117819787376882,0
"4500",10683,"B03002_004",6.2430091119437,161.102298411988,0.0387518314355666,0,0.0117894273426767,0
"4501",6658,"B03002_004",6.25605415251556,151.299350168165,0.0413488501144395,0,0.0118043524055043,0
"4502",5421,"B03002_004",6.26055594284921,111.632515808174,0.0560818315123091,0,0.0118118219458158,0
"4503",8156,"B03002_004",6.26067187686804,90.7637939094718,0.0689776353235351,0,0.0118192916244495,0
"4504",3506,"B03002_004",6.26336341098781,121.468193004974,0.0515638148229582,0,0.0118267645143831,0
"4505",10956,"B03002_004",6.27660661359155,161.309463241895,0.0389103434321106,0,0.011834253204932,0
"4506",5675,"B03002_004",6.29403064652909,94.9567623544865,0.066283121817408,0,0.011864260208931,0
"4507",557,"B03002_004",6.29552953507203,482.726217223837,0.0130416151235325,0,0.0118717714766321,0
"4508",5972,"B03002_004",6.30050416677682,64.8993136508801,0.0970812141507352,0,0.0118792886796228,0
"4509",11350,"B03002_004",6.3019719379163,161.566498478487,0.039005437372621,0,0.0118868076338278,0
"4510",10823,"B03002_004",6.3096629457402,161.536805467015,0.0390602186758523,0,0.0119018628369163,0
"4511",6367,"B03002_004",6.31252547486968,145.48310035904,0.0433900945146956,0,0.011909394382666,0
"4512",10798,"B03002_004",6.32018807319131,129.240875550296,0.0489023928867745,0,0.0119169350707486,0
"4513",2040,"B03002_004",6.32294359681338,389.734561701368,0.0162237179305085,0,0.0119244790464778,0
"4514",2283,"B03002_004",6.32475231879096,46.4390147528197,0.136194799834915,0,0.0119320251802137,0
"4515",4164,"B03002_004",6.32546106850148,169.922703528992,0.0372255204109453,0,0.0119395721595669,0
"4516",10688,"B03002_004",6.32625049936401,163.949380799995,0.0385866080646045,0,0.011947120080799,0
"4517",3007,"B03002_004",6.3279569534131,46.4625445397574,0.136194799834915,0,0.0119546700380207,0
"4518",5422,"B03002_004",6.34009291735789,116.10761393948,0.0546053157260005,0,0.0119622344747988,0
"4519",8876,"B03002_004",6.34349759959676,42.6077693844847,0.148881241408209,0,0.0119849367715704,0
"4520",7524,"B03002_004",6.34641826607741,39.8977988979839,0.159066876904784,0,0.0119925087551937,0
"4521",7795,"B03002_004",6.34727249781032,42.6341695700687,0.148877591889732,0,0.0120000817580106,0
"4522",12500,"B03002_004",6.36434325783906,367.114760332164,0.0173361137865463,0,0.0120152650570371,0
"4523",12233,"B03002_004",6.36678204349173,87.8365468197365,0.0724844301604664,0,0.0120228613369142,0
"4524",10419,"B03002_004",6.37450855640197,606.543847536656,0.010509559337368,0,0.0120304668353816,0
"4525",10805,"B03002_004",6.37541551896282,48.5733234256876,0.13125343438187,0,0.0120380734159563,0
"4526",5401,"B03002_004",6.38524124526894,130.921759022052,0.0487714287752079,0,0.0120456917197165,0
"4527",2523,"B03002_004",6.3967294781628,46.9675015926923,0.136194799834915,0,0.0120533237302177,0
"4528",322,"B03002_004",6.40065706071228,273.132557818518,0.0234342515291245,0,0.0120609604267621,0
"4529",4719,"B03002_004",6.40718279622813,260.01605121286,0.0246414895016729,0,0.0120762442914068,0
"4530",2053,"B03002_004",6.41160974782062,247.902198981913,0.0258634646007654,0,0.0120838940557265,0
"4531",5423,"B03002_004",6.41962989186984,120.58271207092,0.0532383936438101,0,0.012091553388971,0
"4532",280,"B03002_004",6.42709653782715,366.372040172597,0.0175425410050379,0,0.012106882820929,0
"4533",7624,"B03002_004",6.4286032234416,26.8727688134164,0.239223701438316,0,0.0121145528603573,0
"4534",13275,"B03002_004",6.4361993143848,53.3088200172171,0.120734229576008,0,0.0121222319627678,0
"4535",2618,"B03002_004",6.43896204698791,213.140557250295,0.0302099334357399,0,0.0121299143614259,0
"4536",2616,"B03002_004",6.43896204698953,213.140557250348,0.0302099334357399,0,0.012137596760084,0
"4537",2617,"B03002_004",6.43896204698953,213.140557250348,0.0302099334357399,0,0.0121452791587421,0
"4538",4425,"B03002_004",6.44671415457699,71.7888149485614,0.0898010944907815,0,0.0121606563058084,0
"4539",2760,"B03002_004",6.45425155747747,47.389853102327,0.136194799834915,0,0.0121683569465549,0
"4540",7928,"B03002_004",6.46123162954425,40.1481907004919,0.160934565588409,0,0.0121760659153046,0
"4541",2999,"B03002_004",6.46592144011128,86.6433472974912,0.0746268656716418,0,0.0121837804795204,0
"4542",3122,"B03002_004",6.46592144011291,86.6433472975129,0.0746268656716418,0,0.0121914950437363,0
"4543",3000,"B03002_004",6.46594868594036,86.6402786359317,0.0746298233078257,0,0.0121992096404595,0
"4544",713,"B03002_004",6.4815375331774,180.716536084905,0.0358657689749665,0,0.0122223931744497,0
"4545",8560,"B03002_004",6.49501984817842,51.5691372010878,0.125947809110163,0,0.0122301424563063,0
"4546",2642,"B03002_004",6.4958628208047,47.6953806509388,0.136194799834915,0,0.0122378927439231,0
"4547",1286,"B03002_004",6.49628783908257,328.711869206451,0.0197628636129428,0,0.012245643538634,0
"4548",5424,"B03002_004",6.49916686638233,125.057810202365,0.0519693000850214,0,0.012253397768345,0
"4549",6392,"B03002_004",6.50895227534766,133.06783324301,0.0489145431823553,0,0.0122689293077344,0
"4550",12150,"B03002_004",6.52489936355629,19.3190053725034,0.337745098039216,0,0.0122767142391797,0
"4551",131,"B03002_004",6.52631619040853,499.310894030906,0.0130706465018658,0,0.0122845008610573,0
"4552",1568,"B03002_004",6.53061452369809,240.448837587393,0.027160100207698,0,0.012292292611325,0
"4553",3263,"B03002_004",6.54540925900083,144.232411028184,0.0453809876181145,0,0.0123001020133592,0
"4554",5856,"B03002_004",6.5614782014016,55.1776276282638,0.118915554789829,0,0.0123157567890478,0
"4555",4565,"B03002_004",6.56178801873868,66.7978262700487,0.098233556167095,0,0.012323585732766,0
"4556",3252,"B03002_004",6.57389993009988,48.2683622140364,0.136194799834915,0,0.0123314291273431,0
"4557",11548,"B03002_004",6.57744735552137,246.443758337561,0.0266894458999122,0,0.0123471233599703,0
"4558",12815,"B03002_004",6.57809787860526,77.7584676512135,0.0845965471967811,0,0.0123549717631674,0
"4559",9560,"B03002_004",6.58931584660485,47.38942964427,0.139046109988403,0,0.0123628335506493,0
"4560",3390,"B03002_004",6.59723478824679,145.333116841395,0.0453938849701166,0,0.0123707047863104,0
"4561",5739,"B03002_004",6.59773389894103,121.404656387494,0.0543449822705538,0,0.0123785766174661,0
"4562",1646,"B03002_004",6.59904525209003,426.731429720145,0.0154641650286171,0,0.0123864500132121,0
"4563",13055,"B03002_004",6.6010402236788,237.233687485562,0.0278250542477469,0,0.0123943257891813,0
"4564",12391,"B03002_004",6.60884644786839,587.652372499901,0.0112461835553459,0,0.0124022108788452,0
"4565",2762,"B03002_004",6.62234465055138,48.6240639038969,0.136194799834915,0,0.0124180047979478,0
"4566",436,"B03002_004",6.64973407612475,355.285575504962,0.0187165889486889,0,0.0124338654242578,0
"4567",5961,"B03002_004",6.6558920619087,99.3286215573277,0.0670088032789949,0,0.0124497449305295,0
"4568",5998,"B03002_004",6.65776675055763,55.5809690367406,0.119785006737768,0,0.0124656317729413,0
"4569",10132,"B03002_004",6.66074580698148,351.430318893426,0.0189532474828997,0,0.0124735787843192,0
"4570",5141,"B03002_004",6.66979221965928,151.328776304534,0.0440748440748441,0,0.0124894906994152,0
"4571",10689,"B03002_004",6.68591068326552,172.87307336187,0.0386752578249713,0,0.0125054268948367,0
"4572",10947,"B03002_004",6.69160403879898,158.406047860247,0.0422433621013171,0,0.0125134107235211,0
"4573",7548,"B03002_004",6.69522372366716,590.743826392747,0.0113335483580931,0,0.0125213988708925,0
"4574",5149,"B03002_004",6.69845591296857,61.0906994739758,0.109647720039972,0,0.0125373819157765,0
"4575",10800,"B03002_004",6.70772273054953,173.216914999006,0.0387244093949372,0,0.0125453849758549,0
"4576",5145,"B03002_004",6.71110505183,136.982379668213,0.0489924694554517,0,0.0125533920714191,0
"4577",10669,"B03002_004",6.72645645603906,174.703564538956,0.0385021134158896,0,0.0125694368263027,0
"4578",10531,"B03002_004",6.72900333069794,174.905676502242,0.0384721837807916,0,0.0125774652765064,0
"4579",10392,"B03002_004",6.7290033306985,174.905676502257,0.0384721837807916,0,0.0125854937267102,0
"4580",10530,"B03002_004",6.7290033306985,174.905676502257,0.0384721837807916,0,0.012593522176914,0
"4581",10668,"B03002_004",6.7290033306985,174.905676502257,0.0384721837807916,0,0.0126015506271177,0
"4582",10802,"B03002_004",6.7290033306985,174.905676502257,0.0384721837807916,0,0.0126095790773215,0
"4583",10801,"B03002_004",6.72900333069906,174.905676502271,0.0384721837807916,0,0.0126176075275253,0
"4584",10393,"B03002_004",6.72900333069962,174.905676502286,0.0384721837807916,0,0.012625635977729,0
"4585",2761,"B03002_004",6.73306077654894,49.4369886714487,0.136194799834915,0,0.0126336692689175,0
"4586",9574,"B03002_004",6.7340898021875,270.58057636739,0.0248875580523713,0,0.0126417037878481,0
"4587",6104,"B03002_004",6.74585497680082,24.1555107203797,0.279267743699968,0,0.0126577902829166,0
"4588",6395,"B03002_004",6.74685267028005,62.7108036716111,0.107586767753932,0,0.0126738895971762,0
"4589",8836,"B03002_004",6.74740120638522,103.075502274134,0.0654607647551424,0,0.0126819399980942,0
"4590",1559,"B03002_004",6.75166419597927,526.838865459817,0.0128154254338972,0,0.0126899954852333,0
"4591",1745,"B03002_004",6.75982717750891,230.274982329488,0.0293554562858966,0,0.0126980607117184,0
"4592",2764,"B03002_004",6.76836510586961,49.6962080349154,0.136194799834915,0,0.0127061361249026,0
"4593",3516,"B03002_004",6.77747336891611,148.57581347752,0.0456162629050087,0,0.0127142224052588,0
"4594",1744,"B03002_004",6.78008316142154,234.573424743366,0.0289038844397623,0,0.012722311799388,0
"4595",2882,"B03002_004",6.79239845661979,49.8726710920902,0.136194799834915,0,0.0127546988649611,0
"4596",3126,"B03002_004",6.79239845661979,49.8726710920902,0.136194799834915,0,0.0127628029526087,0
"4597",2881,"B03002_004",6.79239845662036,49.8726710920943,0.136194799834915,0,0.0127709070402563,0
"4598",3003,"B03002_004",6.79239845662036,49.8726710920943,0.136194799834915,0,0.0127790111279039,0
"4599",3005,"B03002_004",6.79239845662036,49.8726710920943,0.136194799834915,0,0.0127871152155515,0
"4600",3251,"B03002_004",6.79239845662036,49.8726710920943,0.136194799834915,0,0.0127952193031992,0
"4601",2884,"B03002_004",6.79239845662093,49.8726710920985,0.136194799834915,0,0.0128033233908468,0
"4602",3006,"B03002_004",6.79239845662093,49.8726710920985,0.136194799834915,0,0.0128114274784944,0
"4603",3128,"B03002_004",6.79239845662093,49.8726710920985,0.136194799834915,0,0.012819531566142,0
"4604",2405,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128276356537896,0
"4605",2763,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128357397414373,0
"4606",2883,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128438438290849,0
"4607",3002,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128519479167325,0
"4608",3127,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128600520043801,0
"4609",3375,"B03002_004",6.79239845662206,49.8726710921068,0.136194799834915,0,0.0128681560920277,0
"4610",2524,"B03002_004",6.79239845662263,49.872671092111,0.136194799834915,0,0.0128762601796754,0
"4611",2885,"B03002_004",6.79239845662263,49.872671092111,0.136194799834915,0,0.012884364267323,0
"4612",3004,"B03002_004",6.79239845662263,49.872671092111,0.136194799834915,0,0.0128924683549706,0
"4613",2752,"B03002_004",6.79351397466583,53.9857693259131,0.125838976817266,0,0.0129086788637207,0
"4614",10545,"B03002_004",6.79787057109291,168.878717094452,0.040252973779348,0,0.0129167894802101,0
"4615",8162,"B03002_004",6.80167450824346,38.3185128331167,0.177503613928491,0,0.0129330168807058,0
"4616",12470,"B03002_004",6.80615878412249,253.609401439914,0.0268371706469842,0,0.0129654904101017,0
"4617",3386,"B03002_004",6.8123436881409,242.231839967184,0.0281232380064643,0,0.0129736182946313,0
"4618",132,"B03002_004",6.81943310874346,608.407538446657,0.0112086597844503,0,0.012981754637629,0
"4619",3389,"B03002_004",6.82201801641036,149.871776761885,0.0455190307595348,0,0.0129898940647094,0
"4620",10408,"B03002_004",6.84937311870009,231.707825590009,0.029560387532269,0,0.0129980661294726,0
"4621",3518,"B03002_004",6.85199153985053,150.743813876712,0.0454545454545454,0,0.0130062413183039,0
"4622",3780,"B03002_004",6.85199153985053,150.743813876712,0.0454545454545454,0,0.0130144165071351,0
"4623",3648,"B03002_004",6.85199153985111,150.743813876724,0.0454545454545455,0,0.0130225916959663,0
"4624",3519,"B03002_004",6.85199153985168,150.743813876737,0.0454545454545455,0,0.0130307668847975,0
"4625",3647,"B03002_004",6.85199153985168,150.743813876737,0.0454545454545455,0,0.0130389420736287,0
"4626",3649,"B03002_004",6.85199153985168,150.743813876737,0.0454545454545455,0,0.0130471172624599,0
"4627",3781,"B03002_004",6.85199153985168,150.743813876737,0.0454545454545455,0,0.0130552924512911,0
"4628",3914,"B03002_004",6.85199153985168,150.743813876737,0.0454545454545455,0,0.0130634676401223,0
"4629",3517,"B03002_004",6.85199153985225,150.74381387675,0.0454545454545455,0,0.0130716428289535,0
"4630",7525,"B03002_004",6.85823710383509,46.207659413524,0.148422083933293,0,0.013079825469438,0
"4631",6813,"B03002_004",6.87869595989096,38.5567284783173,0.178404554311688,0,0.0131044242259626,0
"4632",10347,"B03002_004",6.88329201694346,104.700700373309,0.0657425594327564,0,0.0131126367597481,0
"4633",8570,"B03002_004",6.88374502009474,35.636085478551,0.193167822100943,0,0.0131208498340167,0
"4634",2,"B03002_004",6.89433256753846,50.6647264556983,0.136077564211601,0,0.0131290755404084,0
"4635",1397,"B03002_004",6.89481315503541,130.680760961718,0.052760736196319,0,0.0131373018201944,0
"4636",3376,"B03002_004",6.91506737286386,57.9056176550561,0.119419628921963,0,0.0131455522655175,0
"4637",12032,"B03002_004",6.93571806829524,193.578996831524,0.0358288770053476,0,0.0131620988672457,0
"4638",1310,"B03002_004",6.93630069143569,132.589712026327,0.0523140188286887,0,0.013170374646282,0
"4639",7889,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0131869346204251,0
"4640",7890,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0131952176084513,0
"4641",8022,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0132035005964775,0
"4642",8023,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0132117835845038,0
"4643",8026,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.01322006657253,0
"4644",8158,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0132283495605562,0
"4645",8159,"B03002_004",6.9423428684292,35.0916435538511,0.197834645669291,0,0.0132366325485825,0
"4646",7620,"B03002_004",6.94234286842978,35.091643553854,0.197834645669291,0,0.0132449155366087,0
"4647",7891,"B03002_004",6.94234286842978,35.091643553854,0.197834645669291,0,0.0132531985246349,0
"4648",8160,"B03002_004",6.94234286842978,35.091643553854,0.197834645669291,0,0.0132614815126611,0
"4649",8298,"B03002_004",6.94234286842978,35.091643553854,0.197834645669291,0,0.0132697645006874,0
"4650",7755,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0132780474887136,0
"4651",7888,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0132863304767398,0
"4652",8024,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0132946134647661,0
"4653",8025,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0133028964527923,0
"4654",8157,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0133111794408185,0
"4655",8161,"B03002_004",6.94234286843094,35.0916435538599,0.197834645669291,0,0.0133194624288448,0
"4656",1462,"B03002_004",6.95422777956296,1260.72895389616,0.00551603717680282,0,0.0133277595968933,0
"4657",1665,"B03002_004",6.97488245452864,180.142672592156,0.038718657573821,0,0.0133360814082688,0
"4658",6541,"B03002_004",6.97673133971127,57.0466346531843,0.122298736500871,0,0.0133444054255702,0
"4659",10808,"B03002_004",6.97982941203865,59.1217813871409,0.118058509880367,0,0.0133527331392168,0
"4660",2846,"B03002_004",6.98181386270864,127.173835709769,0.0548997663217634,0,0.0133610632205341,0
"4661",9244,"B03002_004",6.98518640315975,129.138662460877,0.0540905896812735,0,0.0133777298302053,0
"4662",12645,"B03002_004",6.99109983199118,482.143229228865,0.0145000477206175,0,0.0133860709907179,0
"4663",10948,"B03002_004",7.02839684320077,171.956686866493,0.0408730650216448,0,0.0134028383390364,0
"4664",3910,"B03002_004",7.0384236545621,763.159093935357,0.00922274753782635,0,0.013419626462493,0
"4665",5740,"B03002_004",7.04171455701052,108.061364809221,0.0651640349855146,0,0.0134280280120081,0
"4666",11738,"B03002_004",7.04354931431462,167.404757784399,0.0420749649384877,0,0.013444834452633,0
"4667",4687,"B03002_004",7.05181319326275,455.289079057565,0.015488649997623,0,0.0134532480509455,0
"4668",1652,"B03002_004",7.06389482683897,278.186001434054,0.0253927041275422,0,0.0134616760639922,0
"4669",8972,"B03002_004",7.07089092054567,126.20717972915,0.0560260591807878,0,0.0134701124241576,0
"4670",5679,"B03002_004",7.07334832705179,107.691562034366,0.0656815463851717,0,0.0134785517162825,0
"4671",3001,"B03002_004",7.07600194455237,61.1941994646375,0.115631906397295,0,0.0134869941744686,0
"4672",9851,"B03002_004",7.07843389991089,300.533689034797,0.0235528799538055,0,0.0134954395342482,0
"4673",556,"B03002_004",7.07971933930188,437.413618473173,0.0161854113367897,0,0.0135038864277002,0
"4674",12349,"B03002_004",7.09107267849143,94.7833419645348,0.0748134907623822,0,0.0135123468669499,0
"4675",9990,"B03002_004",7.0997896705525,429.497174193669,0.0165304688764985,0,0.0135208177065417,0
"4676",4551,"B03002_004",7.10228718988701,385.959442149761,0.0184016412458466,0,0.0135292915259522,0
"4677",10345,"B03002_004",7.10599743377629,99.7863845356377,0.071212094383863,0,0.0135377697720968,0
"4678",6106,"B03002_004",7.10666566691822,188.020068588685,0.037797378334463,0,0.0135462488155179,0
"4679",1664,"B03002_004",7.11168505276642,184.414584235905,0.0385635717599703,0,0.0135632166926994,0
"4680",30,"B03002_004",7.14729061769977,20.3815595087153,0.350674373795761,0,0.0135802445387629,0
"4681",1835,"B03002_004",7.16557422108631,750.322424749297,0.00954999342246838,0,0.0135887938666482,0
"4682",5142,"B03002_004",7.166307246624,162.594046491799,0.0440748440748441,0,0.0135973440691146,0
"4683",5144,"B03002_004",7.166307246624,162.594046491799,0.0440748440748441,0,0.013605894271581,0
"4684",5281,"B03002_004",7.166307246624,162.594046491799,0.0440748440748441,0,0.0136144444740473,0
"4685",5283,"B03002_004",7.166307246624,162.594046491799,0.0440748440748441,0,0.0136229946765137,0
"4686",5284,"B03002_004",7.166307246624,162.594046491799,0.0440748440748441,0,0.0136315448789801,0
"4687",5143,"B03002_004",7.1663072466246,162.594046491813,0.0440748440748441,0,0.0136400950814465,0
"4688",5282,"B03002_004",7.1663072466246,162.594046491813,0.0440748440748441,0,0.0136486452839128,0
"4689",5001,"B03002_004",7.1726983643859,197.586182563623,0.0363016192292509,0,0.0136572031116943,0
"4690",10931,"B03002_004",7.18500932040275,150.601561401483,0.0477087305970788,0,0.0136657756278171,0
"4691",9903,"B03002_004",7.18578498704733,22.702625864942,0.316517790928485,0,0.0136743490693965,0
"4692",1760,"B03002_004",7.18592065950113,186.732726996896,0.0384823848238482,0,0.0136829226728482,0
"4693",1759,"B03002_004",7.18592065950173,186.732726996911,0.0384823848238482,0,0.0136914962763,0
"4694",5736,"B03002_004",7.19229962763065,228.90035185597,0.0314210946785973,0,0.013700077490571,0
"4695",4862,"B03002_004",7.21022567232836,403.052693277991,0.0178890398019382,0,0.0137172759494301,0
"4696",4724,"B03002_004",7.2127645353866,416.953272949464,0.0172987358616101,0,0.0137258815806147,0
"4697",4723,"B03002_004",7.2127645353872,416.953272949499,0.0172987358616101,0,0.0137344872117993,0
"4698",5701,"B03002_004",7.2341030890729,43.616606903348,0.165856622114216,0,0.0137517340781342,0
"4699",1486,"B03002_004",7.2358919825108,149.307692664564,0.0484629549447731,0,0.0137603673029383,0
