"GEOID","X","Y"
"672",-95.3708167835649,29.6085127353317
"673",-95.3641950926191,29.6083329529538
"691",-95.2450086840574,29.605040847504
"692",-95.238387443399,29.6048548404963
"693",-95.2317662268632,29.6046685058939
"694",-95.2251450344922,29.6044818436984
"695",-95.2185238663284,29.6042948539116
"696",-95.211902722414,29.6041075365353
"697",-95.2052816027915,29.6039198915712
"698",-95.198660507503,29.6037319190211
"731",-95.5052445933976,29.6189836725384
"732",-95.4993905597282,29.6175728765497
"733",-95.4931502029231,29.6167909161316
"735",-95.4799053471594,29.6164431298936
"736",-95.4732829531275,29.6162687452653
"737",-95.4666605817188,29.6160940329663
"738",-95.4600382329756,29.6159189929984
"739",-95.4534159069402,29.615743625363
"740",-95.446793603655,29.615567930062
"741",-95.4401713231624,29.6153919070968
"742",-95.4335490655046,29.6152155564692
"743",-95.4269268307241,29.6150388781809
"744",-95.4203046188631,29.6148618722335
"745",-95.4136824299641,29.6146845386286
"746",-95.4070602640693,29.6145068773679
"747",-95.4004381212212,29.6143288884531
"748",-95.393816001462,29.6141505718859
"749",-95.3871939048342,29.613971927668
"750",-95.38057183138,29.6137929558009
"751",-95.3739497811417,29.6136136562865
"752",-95.3673277541618,29.6134340291263
"753",-95.3607057504826,29.6132540743221
"754",-95.3540837701463,29.6130737918756
"755",-95.3474618131954,29.6128931817884
"756",-95.3408398796721,29.6127122440623
"757",-95.3342179696189,29.612530978699
"771",-95.2415137169301,29.6099588626609
"772",-95.2348921640066,29.609772682945
"773",-95.2282706352303,29.6095861756196
"774",-95.2216491306436,29.6093993406862
"775",-95.2150276502888,29.6092121781467
"776",-95.2084061942082,29.6090246880029
"777",-95.2017847624441,29.6088368702564
"778",-95.1951633550389,29.6086487249092
"811",-95.5152211176735,29.6239232746035
"812",-95.5093130805053,29.6225935939171
"813",-95.5029123566617,29.6220622066264
"814",-95.4962895592943,29.6218889605684
"815",-95.489666784405,29.6217153868183
"816",-95.4830440320363,29.6215414853777
"817",-95.4764213022306,29.6213672562483
"818",-95.4697985950301,29.6211926994317
"819",-95.4631759104773,29.6210178149296
"820",-95.4565532486145,29.6208426027436
"821",-95.449930609484,29.6206670628753
"822",-95.4433079931283,29.6204911953265
"823",-95.4366853995896,29.6203150000987
"824",-95.4300628289103,29.6201384771935
"825",-95.4234402811328,29.6199616266128
"826",-95.4168177562995,29.6197844483581
"827",-95.4101952544526,29.6196069424311
"828",-95.4035727756346,29.6194291088334
"829",-95.3969503198877,29.6192509475668
"830",-95.3903278872544,29.6190724586329
"831",-95.383705477777,29.6188936420333
"832",-95.3770830914977,29.6187144977698
"833",-95.3704607284591,29.6185350258441
"834",-95.3638383887034,29.6183552262578
"835",-95.3572160722729,29.6181750990126
"836",-95.35059377921,29.6179946441102
"837",-95.3439715095571,29.6178138615523
"838",-95.3373492633565,29.6176327513406
"839",-95.3307270406505,29.6174513134769
"851",-95.2512622161706,29.6152485028724
"852",-95.2446403027474,29.6150628056877
"853",-95.2380184134115,29.6148767808751
"854",-95.2313965482053,29.6146904284363
"855",-95.224774707171,29.614503748373
"856",-95.218152890351,29.6143167406871
"857",-95.2115310977876,29.6141294053802
"858",-95.2049093295232,29.6139417424541
"859",-95.1982875856,29.6137537519107
"860",-95.1916658660603,29.6135654337516
"892",-95.5312522365311,29.630397948783
"893",-95.5252233957422,29.6289153410367
"894",-95.519200469548,29.6276573668845
"895",-95.5126755175712,29.6273327784584
"896",-95.506052362041,29.6271600156757
"897",-95.4994292289287,29.6269869251827
"898",-95.4928061182768,29.6268135069811
"899",-95.4861830301276,29.6266397610726
"900",-95.4795599645234,29.6264656874587
"901",-95.4729369215067,29.6262912861411
"902",-95.4663139011198,29.6261165571215
"903",-95.459690903405,29.6259415004015
"904",-95.4530679284047,29.6257661159827
"905",-95.4464449761614,29.6255904038667
"906",-95.4398220467172,29.6254143640553
"907",-95.4331991401147,29.6252379965501
"908",-95.4265762563961,29.6250613013527
"909",-95.4199533956039,29.6248842784648
"910",-95.4133305577804,29.6247069278881
"911",-95.4067077429679,29.6245292496242
"912",-95.4000849512088,29.6243512436748
"913",-95.3934621825454,29.6241729100415
"914",-95.3868394370201,29.6239942487261
"915",-95.3802167146754,29.6238152597303
"916",-95.3735940155534,29.6236359430556
"917",-95.3669713396966,29.6234562987038
"918",-95.3603486871473,29.6232763266766
"919",-95.3537260579479,29.6230960269757
"920",-95.3471034521407,29.6229153996027
"921",-95.340480869768,29.6227344445594
"922",-95.3338583108723,29.6225531618475
"923",-95.3272357754958,29.6223715514686
"933",-95.261011724606,29.6205374263752
"934",-95.254389450736,29.6203522117733
"935",-95.2477672008934,29.6201666695251
"936",-95.2411449751204,29.6199807996325
"937",-95.2345227734595,29.619794602097
"938",-95.2279005959529,29.6196080769206
"939",-95.221278442643,29.6194212241049
"940",-95.214656313572,29.6192340436516
"941",-95.2080342087825,29.6190465355627
"942",-95.2014121283166,29.6188586998397
"943",-95.1947900722167,29.6186705364845
"975",-95.5409839855249,29.6352236764445
"976",-95.5351853812291,29.6337931965551
"977",-95.5290632216258,29.6327745832013
"978",-95.5224396856712,29.6326026314751
"979",-95.5158161720319,29.6324303520189
"980",-95.5091926807503,29.6322577448343
"981",-95.5025692118688,29.632084809923
"982",-95.4959457654298,29.6319115472866
"983",-95.4893223414755,29.6317379569267
"984",-95.4826989400484,29.631564038845
"985",-95.4760755611909,29.6313897930431
"986",-95.4694522049454,29.6312152195226
"987",-95.4628288713541,29.6310403182852
"988",-95.4562055604596,29.6308650893325
"989",-95.449582272304,29.6306895326661
"990",-95.4429590069299,29.6305136482877
"991",-95.4363357643796,29.630337436199
"992",-95.4297125446954,29.6301608964016
"993",-95.4230893479197,29.6299840288972
"994",-95.4164661740949,29.6298068336874
"995",-95.4098430232634,29.6296293107739
"996",-95.4032198954674,29.6294514601584
"997",-95.3965967907495,29.6292732818425
"998",-95.3899737091518,29.6290947758279
"999",-95.3833506507169,29.6289159421163
"1000",-95.376727615487,29.6287367807094
"1001",-95.3701046035045,29.6285572916088
"1002",-95.3634816148118,29.6283774748163
"1003",-95.3568586494512,29.6281973303335
"1004",-95.3502357074651,29.6280168581621
"1005",-95.3436127888958,29.6278360583038
"1006",-95.3369898937857,29.6276549307603
"1007",-95.3303670221772,29.6274734755334
"1008",-95.3237441741125,29.6272916926246
"1009",-95.3171213496341,29.6271095820358
"1017",-95.2641396079936,29.6256409010487
"1018",-95.2575169976971,29.6254558414166
"1019",-95.2508944114103,29.6252704541217
"1020",-95.2442718491755,29.6250847391657
"1021",-95.2376493110352,29.6248986965503
"1022",-95.2310267970315,29.6247123262774
"1023",-95.224404307207,29.6245256283486
"1024",-95.2177818416038,29.6243386027657
"1025",-95.2111594002644,29.6241512495306
"1026",-95.2045369832311,29.6239635686448
"1027",-95.1979145905462,29.6237755601103
"1058",-95.5509691054253,29.6401711766702
"1060",-95.5388287549312,29.6380432338544
"1061",-95.5322048609816,29.637871765524
"1062",-95.5255809892869,29.6376999694456
"1063",-95.5189571398897,29.6375278456207
"1064",-95.5123333128322,29.637355394051
"1065",-95.505709508157,29.637182614738
"1066",-95.4990857259062,29.6370095076834
"1067",-95.4924619661224,29.6368360728889
"1068",-95.485838228848,29.6366623103559
"1069",-95.4792145141252,29.6364882200863
"1070",-95.4725908219965,29.6363138020815
"1071",-95.4659671525042,29.6361390563433
"1072",-95.4593435056908,29.6359639828733
"1073",-95.4527198815986,29.6357885816732
"1074",-95.44609628027,29.6356128527445
"1075",-95.4394727017473,29.635436796089
"1076",-95.4328491460729,29.6352604117082
"1077",-95.4262256132892,29.6350836996039
"1078",-95.4196021034387,29.6349066597777
"1079",-95.4129786165635,29.6347292922313
"1080",-95.4063551527062,29.6345515969662
"1081",-95.399731711909,29.6343735739844
"1082",-95.3931082942144,29.6341952232872
"1083",-95.3864848996647,29.6340165448766
"1084",-95.3798615283023,29.633837538754
"1085",-95.3732381801696,29.6336582049213
"1086",-95.3666148553088,29.6334785433801
"1087",-95.3599915537624,29.6332985541321
"1088",-95.3533682755728,29.6331182371789
"1089",-95.3467450207822,29.6329375925223
"1090",-95.3401217894331,29.632756620164
"1091",-95.3334985815679,29.6325753201056
"1092",-95.3268753972288,29.6323936923489
"1093",-95.3202522364583,29.6322117368956
"1094",-95.3136290992986,29.6320294537474
"1102",-95.2606448570961,29.6305593917509
"1103",-95.2540219343405,29.6303741594259
"1104",-95.2473990356192,29.6301885994232
"1105",-95.2407761609747,29.6300027117447
"1106",-95.2341533104493,29.6298164963919
"1107",-95.2275304840854,29.6296299533668
"1108",-95.2209076819252,29.629443082671
"1109",-95.2142849040113,29.6292558843063
"1142",-95.5609828640116,29.6451441141564
"1143",-95.5550275184751,29.6437869041237
"1144",-95.5485952954129,29.6433111653361
"1145",-95.5419710435219,29.6431401804529
"1146",-95.5353468138257,29.6429688678035
"1147",-95.5287226063665,29.6427972273895
"1148",-95.5220984211868,29.6426252592126
"1149",-95.515474258329,29.6424529632742
"1150",-95.5088501178355,29.6422803395762
"1151",-95.5022259997486,29.6421073881201
"1152",-95.4956019041108,29.6419341089074
"1153",-95.4889778309644,29.6417605019399
"1154",-95.4823537803518,29.6415865672191
"1155",-95.4757297523155,29.6414123047468
"1156",-95.4691057468977,29.6412377145244
"1157",-95.4624817641409,29.6410627965538
"1158",-95.4558578040875,29.6408875508365
"1159",-95.4492338667798,29.6407119773741
"1160",-95.4426099522602,29.6405360761684
"1161",-95.4359860605711,29.6403598472209
"1162",-95.4293621917549,29.6401832905334
"1163",-95.422738345854,29.6400064061074
"1164",-95.4161145229106,29.6398291939446
"1165",-95.4094907229673,29.6396516540468
"1166",-95.4028669460664,29.6394737864156
"1167",-95.3962431922502,29.6392955910526
"1168",-95.3896194615612,29.6391170679595
"1169",-95.3829957540417,29.6389382171381
"1170",-95.376372069734,29.6387590385898
"1171",-95.3697484086806,29.6385795323166
"1172",-95.3631247709238,29.63839969832
"1173",-95.3565011565061,29.6382195366017
"1174",-95.3498775654696,29.6380390471635
"1175",-95.3432539978569,29.637858230007
"1176",-95.3366304537103,29.6376770851339
"1177",-95.3300069330722,29.6374956125459
"1178",-95.3233834359848,29.6373138122448
"1179",-95.3167599624907,29.6371316842322
"1180",-95.3101365126321,29.6369492285099
"1186",-95.2703963121992,29.6358476123672
"1187",-95.2637730289755,29.6356628627247
"1188",-95.2571497697263,29.6354777853863
"1189",-95.2505265344938,29.6352923803537
"1190",-95.2439033233204,29.6351066476286
"1191",-95.2372801362486,29.6349205872128
"1192",-95.2306569733205,29.6347341991079
"1193",-95.2240338345787,29.6345474833159
"1194",-95.2174107200654,29.6343604398384
"1226",-95.5768092928595,29.6515305398067
"1227",-95.5709374568448,29.6500408413143
"1228",-95.5649417046381,29.6488262307681
"1229",-95.5583628430904,29.6485783774941
"1230",-95.5517382333119,29.6484078761092
"1231",-95.5451136456678,29.6482370469401
"1232",-95.5384890802004,29.6480658899882
"1233",-95.5318645369523,29.6478944052553
"1234",-95.5252400159657,29.6477225927429
"1235",-95.518615517283,29.6475504524527
"1236",-95.5119910409468,29.6473779843862
"1237",-95.5053665869993,29.6472051885451
"1238",-95.4987421554829,29.647032064931
"1239",-95.4921177464401,29.6468586135455
"1240",-95.4854933599133,29.6466848343903
"1241",-95.4788689959447,29.6465107274669
"1242",-95.4722446545769,29.6463362927771
"1243",-95.4656203358522,29.6461615303225
"1244",-95.458996039813,29.6459864401046
"1245",-95.4523717665017,29.6458110221252
"1246",-95.4457475159607,29.6456352763859
"1247",-95.4391232882324,29.6454592028884
"1248",-95.432499083359,29.6452828016342
"1249",-95.4258749013832,29.6451060726251
"1250",-95.4192507423471,29.6449290158628
"1251",-95.4126266062932,29.6447516313488
"1252",-95.406002493264,29.6445739190848
"1253",-95.3993784033017,29.6443958790726
"1254",-95.3927543364487,29.6442175113137
"1255",-95.3861302927475,29.64403881581
"1256",-95.3795062722403,29.6438597925629
"1257",-95.3728822749697,29.6436804415743
"1258",-95.3662583009779,29.6435007628458
"1259",-95.3596343503073,29.6433207563791
"1260",-95.3530104230004,29.6431404221759
"1261",-95.3463865190994,29.6429597602379
"1262",-95.3397626386468,29.6427787705667
"1263",-95.3331387816849,29.6425974531641
"1264",-95.3265149482561,29.6424158080319
"1265",-95.3198911384029,29.6422338351715
"1266",-95.3132673521674,29.6420515345849
"1272",-95.2735251331019,29.6409508489091
"1273",-95.2669015133776,29.6407662542865
"1274",-95.26027791761,29.6405813319514
"1275",-95.2536543458416,29.6403960819055
"1276",-95.2470307981147,29.6402105041505
"1277",-95.2404072744716,29.6400245986883
"1278",-95.2337837749548,29.6398383655205
"1279",-95.2271602996065,29.639651804649
"1312",-95.5865922985086,29.6564409194113
"1313",-95.5809017543372,29.6549949862605
"1314",-95.5747563876269,29.6540145602074
"1315",-95.5681313979831,29.6538448701761
"1316",-95.561506430371,29.6536748523408
"1317",-95.5548814848328,29.6535045067031
"1318",-95.5482565614112,29.6533338332646
"1319",-95.5416316601483,29.6531628320269
"1320",-95.5350067810867,29.6529915029917
"1321",-95.5283819242687,29.6528198461604
"1322",-95.5217570897367,29.6526478615349
"1323",-95.5151322775333,29.6524755491166
"1324",-95.5085074877006,29.6523029089071
"1325",-95.5018827202812,29.6521299409082
"1326",-95.4952579753175,29.6519566451214
"1327",-95.4886332528519,29.6517830215483
"1328",-95.4820085529266,29.6516090701906
"1329",-95.4753838755843,29.6514347910499
"1330",-95.4687592208671,29.6512601841279
"1331",-95.4621345888176,29.6510852494261
"1332",-95.4555099794782,29.6509099869463
"1333",-95.4488853928912,29.6507343966901
"1334",-95.442260829099,29.6505584786591
"1335",-95.435636288144,29.650382232855
"1336",-95.4290117700687,29.6502056592794
"1337",-95.4223872749153,29.650028757934
"1338",-95.4157628027263,29.6498515288205
"1339",-95.4091383535441,29.6496739719405
"1340",-95.4025139274111,29.6494960872957
"1341",-95.3958895243696,29.6493178748877
"1342",-95.389265144462,29.6491393347183
"1343",-95.3826407877308,29.6489604667891
"1344",-95.3760164542183,29.6487812711018
"1345",-95.3693921439669,29.648601747658
"1346",-95.3627678570189,29.6484218964596
"1347",-95.3561435934168,29.648241717508
"1348",-95.349519353203,29.6480612108052
"1349",-95.3428951364198,29.6478803763526
"1350",-95.3362709431095,29.6476992141521
"1351",-95.3296467733147,29.6475177242053
"1352",-95.3230226270775,29.6473359065139
"1353",-95.3163985044406,29.6471537610798
"1354",-95.3097744054461,29.6469712879044
"1356",-95.2965262785541,29.6466053583372
"1357",-95.2899022507414,29.6464219019488
"1358",-95.2832782467407,29.6462381178261
"1359",-95.2766542665943,29.6460540059708
"1360",-95.2700303103447,29.6458695663848
"1361",-95.2634063780341,29.6456847990696
"1362",-95.2567824697051,29.6454997040272
"1363",-95.2501585853999,29.6453142812591
"1364",-95.2435347251609,29.6451285307671
"1365",-95.2369108890305,29.6449424525531
"1366",-95.230287077051,29.6447560466186
"1401",-95.5845263074739,29.6592798496422
"1402",-95.5779009601107,29.6591106432297
"1403",-95.5712756347188,29.6589411089951
"1404",-95.5646503313405,29.6587712469401
"1405",-95.5580250500183,29.6586010570661
"1406",-95.5513997907945,29.6584305393749
"1407",-95.5447745537116,29.658259693868
"1408",-95.5381493388121,29.6580885205471
"1409",-95.5315241461382,29.6579170194136
"1410",-95.5248989757325,29.6577451904693
"1411",-95.5182738276373,29.6575730337158
"1412",-95.5116487018951,29.6574005491547
"1413",-95.5050235985481,29.6572277367875
"1414",-95.498398517639,29.657054596616
"1415",-95.49177345921,29.6568811286417
"1416",-95.4851484233036,29.6567073328662
"1417",-95.4785234099621,29.6565332092913
"1418",-95.471898419228,29.6563587579185
"1419",-95.4652734511437,29.6561839787495
"1420",-95.4586485057516,29.656008871786
"1421",-95.452023583094,29.6558334370295
"1422",-95.4453986832135,29.6556576744817
"1423",-95.4387738061523,29.6554815841442
"1424",-95.4321489519528,29.6553051660188
"1425",-95.4255241206576,29.655128420107
"1426",-95.4188993123089,29.6549513464106
"1427",-95.4122745269492,29.6547739449312
"1428",-95.4056497646208,29.6545962156705
"1429",-95.3990250253662,29.6544181586301
"1430",-95.3924003092278,29.6542397738117
"1431",-95.3857756162479,29.6540610612169
"1432",-95.3791509464689,29.6538820208476
"1433",-95.3725262999332,29.6537026527052
"1434",-95.3659016766833,29.6535229567916
"1435",-95.3592770767614,29.6533429331084
"1436",-95.35265250021,29.6531625816573
"1437",-95.3460279470715,29.6529819024401
"1438",-95.3394034173883,29.6528008954583
"1439",-95.3327789112027,29.6526195607137
"1440",-95.3261544285571,29.6524378982079
"1441",-95.3195299694939,29.6522559079429
"1442",-95.3129055340556,29.6520735899201
"1444",-95.2996567342227,29.6517079706083
"1445",-95.293032369913,29.6515246693227
"1446",-95.2864080293976,29.6513410402863
"1447",-95.2797837127188,29.6511570835009
"1448",-95.2731594199192,29.650972798968
"1449",-95.266535151041,29.6507881866896
"1450",-95.2599109061266,29.6506032466672
"1451",-95.2532866852183,29.6504179789026
"1452",-95.2466624883587,29.6502323833977
"1453",-95.24003831559,29.650046460154
"1488",-95.6065752710386,29.6664038499658
"1489",-95.6007028375963,29.6650418303711
"1490",-95.5942972345212,29.6645444192453
"1491",-95.5876715294925,29.6643756965028
"1492",-95.5810458463747,29.6642066459201
"1493",-95.5744201852102,29.6640372674988
"1494",-95.5677945460413,29.6638675612406
"1495",-95.5611689289105,29.6636975271471
"1496",-95.5545433338602,29.6635271652197
"1497",-95.5479177609329,29.6633564754602
"1498",-95.5412922101709,29.6631854578701
"1499",-95.5346666816167,29.6630141124511
"1500",-95.5280411753127,29.6628424392047
"1501",-95.5214156913013,29.6626704381326
"1502",-95.5147902296249,29.6624981092363
"1503",-95.508164790326,29.6623254525176
"1504",-95.5015393734469,29.6621524679779
"1505",-95.4949139790301,29.661979155619
"1506",-95.4882886071179,29.6618055154425
"1507",-95.4816632577529,29.66163154745
"1508",-95.4750379309773,29.6614572516431
"1509",-95.4684126268336,29.6612826280234
"1510",-95.4617873453643,29.6611076765927
"1511",-95.4551620866116,29.6609323973526
"1512",-95.4485368506181,29.6607567903046
"1513",-95.4419116374261,29.6605808554505
"1514",-95.4352864470781,29.6604045927919
"1515",-95.4286612796164,29.6602280023304
"1516",-95.4220361350835,29.6600510840677
"1517",-95.4154110135216,29.6598738380055
"1518",-95.4087859149734,29.6596962641455
"1519",-95.4021608394811,29.6595183624893
"1520",-95.3955357870871,29.6593401330385
"1521",-95.3889107578339,29.6591615757949
"1522",-95.3822857517638,29.6589826907602
"1523",-95.3756607689193,29.6588034779359
"1524",-95.3690358093427,29.6586239373238
"1525",-95.3624108730765,29.6584440689256
"1526",-95.3557859601629,29.658263872743
"1527",-95.3491610706445,29.6580833487776
"1528",-95.3425362045636,29.6579024970312
"1529",-95.3359113619626,29.6577213175055
"1530",-95.3292865428839,29.6575398102021
"1531",-95.3226617473699,29.6573579751227
"1532",-95.3160369754629,29.6571758122692
"1533",-95.3094122272055,29.6569933216431
"1534",-95.3027875026398,29.6568105032462
"1535",-95.2961628018084,29.6566273570802
"1536",-95.2895381247536,29.6564438831468
"1537",-95.2829134715179,29.6562600814478
"1538",-95.2762888421435,29.6560759519848
"1539",-95.2696642366729,29.6558914947597
"1540",-95.2630396551484,29.6557067097741
"1541",-95.2564150976124,29.6555215970298
"1542",-95.2497905641074,29.6553361565285
"1543",-95.2431660546757,29.655150388272
"1579",-95.6162656874143,29.6716292649255
"1580",-95.6105354892769,29.6701885971503
"1581",-95.6040691687881,29.6698082688644
"1582",-95.5974431061479,29.669640029843
"1583",-95.5908170653582,29.6694714629633
"1584",-95.5841910464613,29.669302568227
"1585",-95.5775650494997,29.6691333456357
"1586",-95.5709390745158,29.668963795191
"1587",-95.564313121552,29.6687939168944
"1588",-95.5576871906507,29.6686237107475
"1589",-95.5510612818545,29.668453176752
"1590",-95.5444353952056,29.6682823149094
"1591",-95.5378095307466,29.6681111252214
"1592",-95.5311836885198,29.6679396076895
"1593",-95.5245578685677,29.6677677623154
"1594",-95.5179320709327,29.6675955891007
"1595",-95.5113062956573,29.6674230880469
"1596",-95.5046805427837,29.6672502591558
"1597",-95.4980548123546,29.667077102429
"1598",-95.4914291044122,29.6669036178679
"1599",-95.484803418999,29.6667298054744
"1600",-95.4781777561574,29.66655566525
"1601",-95.4715521159298,29.6663811971964
"1602",-95.4649264983587,29.6662064013152
"1603",-95.4583009034864,29.666031277608
"1604",-95.4516753313554,29.6658558260765
"1605",-95.4450497820081,29.6656800467223
"1606",-95.4384242554868,29.6655039395471
"1607",-95.4317987518341,29.6653275045525
"1608",-95.4251732710923,29.6651507417403
"1609",-95.4185478133038,29.664973651112
